"uid"	"cat"	"name"	"screen_name"	"description"	"verified"	"location"	"lat"	"lon"	"country"	"created_at"	"followers_count"	"friends_count"	"statuses_count"	"favourites_count"	"listed_count"
22012091	1.0	"Steny Hoyer"	"WhipHoyer"	"The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District."	True	"Washington, DC"	38.89511	-77.03637	"Washington"	"2009-02"	54085.0	4034.0	9460.0	39.0	2274.0
142721190	1.0	"Elise Foley"	"elisefoley"	"Politics and immigration reporter for HuffPost. Tweets about news and nonsense. (Background picture from AP)"	True	"Washington, DC"	38.89511	-77.03637	"Washington"	"2010-05"	29188.0	3898.0	53075.0	8979.0	1359.0
860777012	0.0	"Gus Christensen"	"GusChristensen"	"Progressive New York dad #UniteBlue"	""	"NYC"	40.71427	-74.00597	"New York"	"2012-10"	1163.0	1065.0	1713.0	755.0	41.0
2745838338	1.0	"Son of a Liberal"	"sonofaliberal"	"Father of 3. I am addicted to all things Braves, Cowboys, Lakers & GOP.  Blocked by: Sunny Hostin & Keith Olbermann ;). Rubio/Jindal 2016"	""	""	""	""	""	"2014-08"	1682.0	1885.0	6961.0	2675.0	16.0
4207961	1.0	"Christopher Hayes"	"chrislhayes"	"Host of All In with Chris Hayes on MSNBC, Weeknights at 8pm. Editor at Large at The Nation. Cubs fan.

Instagram: chrislhayes

FB: https://t.co/niNbW3BZcv"	True	"Brooklyn"	40.6501	-73.94958	"Brooklyn"	"2007-04"	519802.0	869.0	62246.0	2034.0	11245.0
49217025	0.0	"Ruben Gallego"	"RubenGallego"	"Iraq War Veteran. USMC 0311/0341. Member of Congress for Arizona's 7th Congressional District. Proud Democrat. Hispanic, Latino"	""	"Phoenix, Arizona"	33.44838	-112.07404	"Phoenix"	"2009-06"	11128.0	1624.0	6971.0	146.0	220.0
33075750	1.0	"Hillary 2016"	"MadamClinton"	"Proud Feminist, mother of 3 and Hillary Clinton supporter."	""	"Kansas, USA"	39.09973	-94.57857	"Kansas City"	"2009-04"	1304.0	299.0	14063.0	325.0	22.0
3956285842	0.0	"Honest Ben Carson"	"BenCarsonMD"	"brain surgeon, just being real, parody"	""	""	""	""	""	"2015-10"	10.0	16.0	149.0	18.0	2.0
23363658	0.0	"Graeme Muir"	"graememuir"	"Editor of Content at TVNZ News & Current Affairs and shouter at referees"	""	"New Zealand"	-42.0	174.0	"New Zealand"	"2009-03"	858.0	443.0	757.0	94.0	24.0
2736700434	1.0	"Seamus"	"SeamusTx"	"Catholic. Native Texan. Conservative. Anti-Catholics not welcome.Texas Forever! #CruzCrew"	""	"Texas"	31.25044	-99.25061	"Texas"	"2014-08"	1578.0	893.0	7034.0	3092.0	52.0
34676138	0.0	"Adam #FeelTheBern"	"hokiecritter"	"#Hokie alum surviving in Vol country. Blocked by UVA Football and Mike London, because thats the only way they can block a Hokie. Warning: strong language"	""	"Knoxville, TN"	35.96064	-83.92074	"Knoxville"	"2009-04"	641.0	714.0	25737.0	8969.0	36.0
119841769	1.0	"Michael Yerxa"	"mikeyerxa"	"Bearded Canadian working in TV.  Love of figure skating, Meryl Streep, beer, Oscars, & antiques.  @1girl5gays cast member & proud member of the LGBTQ community."	""	"Toronto"	43.70011	-79.4163	"Toronto"	"2010-03"	30518.0	2749.0	16517.0	10524.0	226.0
20810761	1.0	"Liberal Leftie"	"LeftWingLiberal"	"Peace Activist, Community Organizer, College Prof ... Long-Time liberal and proud of it!"	""	""	""	""	""	"2009-02"	461.0	212.0	31.0	""	24.0
4736906367	0.0	"Horny Ted Cruz"	"HornyTedCruz"	"*PARODY ACCOUNT* tweet me your ASL"	""	"parody account"	0.0	0.0	""	"2016-01"	786.0	4859.0	858.0	2412.0	2.0
2585382418	1.0	"JC  Republican Women"	"jcrwtx"	"Items on this page are for informational purposes only and do not constitute agreement or disagreement."	""	"Johnson County Texas "	32.54208	-97.32085	"Burleson"	"2014-06"	65.0	27.0	602.0	""	3.0
3964942633	1.0	"LGBT For Bernie"	"BerniePride"	"We are the LGBTQ+ who are supporting @BernieSanders for President of the United States of America! JOIN US! #FeelTheBern"	""	"USA"	39.76	-98.5	"United States"	"2015-10"	832.0	259.0	3110.0	1049.0	22.0
304417318	1.0	"Adolph Brown IV"	"Aye_dolph"	"Defining myself, as opposed to being defined by others, is one of the most difficult challenges I face."	""	"Somewhere watching netflix"	0.0	0.0	""	"2011-05"	1318.0	880.0	9544.0	479.0	3.0
99670103	1.0	"케이티 (Katie)"	"SariLinkGaming"	"Aka Saribella.GBWI Native, College Grad/Student, VCW Divas Champion, Friend to furs & LGBTQ, Happily Taken, Wrestling Fan/WI Homer, Proud Aunt of 2 cute kids."	""	"Hammond, IN"	41.58337	-87.50004	"Hammond"	"2009-12"	1004.0	924.0	105271.0	2408.0	60.0
808069566	1.0	"Democrat Girl Probs"	"DemocraticGirl"	"Sorry, we actually care about other people."	""	""	""	""	""	"2012-09"	502.0	57.0	406.0	2.0	2.0
210975916	0.0	"Trey Watts"	"trey_the_truth"	"The University of Tulsa #22. Just tryin to make my dreams a reality #NFL #Rams . Official member of The Wrecking Crew #WC"	True	"Tulsa, OK"	36.15398	-95.99277	"Tulsa"	"2010-11"	2209.0	1021.0	5433.0	924.0	55.0
38460804	0.0	"Soon-to-be eBook Guy"	"samknight1"	"Co-founder, reporter, editor @TheDCSentinel. Freelancer, @the_intercept. Work in @truthout, @washmonthly, @mondoweiss, @Salon & @inthesetimesmag. Love ironey."	""	"Washington, DC"	38.89511	-77.03637	"Washington"	"2009-05"	6162.0	2773.0	98068.0	44383.0	255.0
27427649	0.0	"Gary Arpin"	"arping"	"Constitutional Conservative Forester NRA USAF. Our USA is the Greatest Nation on the Only Planet man occupies (Yet). One Nation One Language One people NObama!"	""	"Patriot"	-80.33333	-81.33333	"Patriot Hills"	"2009-03"	9708.0	9755.0	39883.0	12.0	175.0
110925987	0.0	"Shut Up Pabs"	"ShutUpPabs"	"If you're reading this you are now contractually obligated to like all of my unsolicited assessments of  film, video game, sports (Mets/Packers), & politics."	""	"(407) No woes, for now."	0.0	0.0	""	"2010-02"	281.0	258.0	29027.0	1193.0	12.0
3389770233	0.0	"Michael Hallman"	"hallmanreport"	"Passionate (and sometimes thoughtful) conservative. Villanova alum. Proud supporter of @marcorubio for President in 2016. Commentary at https://t.co/B9UcnLLjKt"	""	"Philadelphia, PA"	39.95234	-75.16379	"Philadelphia"	"2015-07"	549.0	1023.0	10157.0	3765.0	30.0
15617113	1.0	"Jon Grall"	"jongrall"	"Entrepreneur, hacker. Disillusioned Millennial turned concerned citizen."	""	"Montclair, NJ"	40.84621	-74.20126	"Upper Montclair"	"2008-07"	200.0	38.0	305.0	451.0	17.0
26509199	0.0	"Adelle Stripe"	"adellestripe"	"Northern Battleaxe, poet & lecturer. Used to speak the truth but now I'm clever."	""	"West Riding"	53.91667	-1.91667	"West Riding"	"2009-03"	1374.0	443.0	5080.0	2666.0	32.0
2282546678	1.0	"Dylan Smith"	"DylanSmithAla"	"Economics Major, FNB Bank, County Chair - Cruz Campaign, Christian Legal Society, Young Republicans of Northeast Alabama, Christ is Lord. #CruzCrew"	""	"Bryant, AL"	59.30722	-110.265	"Bryant Lake"	"2014-01"	364.0	463.0	1894.0	2221.0	11.0
17147083	0.0	"David Fair"	"davidfair"	"Christian, Conservative, Texan, News Junkie. #TeaParty #CruzCrew"	""	"Texas"	31.25044	-99.25061	"Texas"	"2008-11"	1125.0	973.0	15650.0	1416.0	31.0
288870124	0.0	"Peter Graham"	"PGG01"	""	True	"Belfast"	54.59682	-5.92541	"Belfast"	"2011-04"	305.0	133.0	242.0	47.0	7.0
27975880	1.0	"Dustin Smothers"	"SmoHawk"	"Dad. Nerd. Slammy Award Winner. SF Giants. Human. A Good Brother Brother. Founder of The No-Coast Nerd. Contributor at https://t.co/jOrP6c1NPZ."	""	"Now Residing in Suplex City"	0.0	0.0	""	"2009-03"	532.0	485.0	10644.0	1979.0	16.0
427655573	1.0	"Bridget"	"IdiotOfAmerica"	"music. vinyl records. cult films. thrift stores. Bernie Sanders supporter."	""	"Met Green Day 4/18/15"	0.0	0.0	""	"2011-12"	582.0	337.0	36926.0	10052.0	2.0
39254469	0.0	"pedro trump"	"THRASH_MONEY"	"Whole chickens and Apple pies ! Ig: pedro_barksdale"	""	"Coke plaza ah holla ! "	0.0	0.0	""	"2009-05"	868.0	598.0	38596.0	175.0	6.0
2848313355	0.0	"RockTheVoteNI"	"RockTheVoteNI"	"Rock the Vote in Northern Ireland. licensed to @civicyw by @rockthevote - the rest is up to you! Non partisan - we just want you to vote, and maybe dance!"	""	""	""	""	""	"2014-10"	539.0	683.0	566.0	143.0	7.0
1759181	0.0	"Matt Mackowiak"	"MattMackowiak"	"Conservative, comms guy, campaign vet, run @potomacstrategy, @potomacflacks & @MustReadTexas, Steelers/Pens/Horns fan, lucky husband, our dogs live well"	""	"Austin, TX"	30.26715	-97.74306	"Austin"	"2007-03"	12555.0	7297.0	112394.0	20428.0	555.0
56745107	1.0	"Ed Goeas"	"edgoeas"	"President/CEO The Tarrance Group, a Republican polling/strategy company, currently pollster for 6 Governors, 14 Senators, 45 Members of Congress."	""	"Alexandria, VA"	38.80484	-77.04692	"Alexandria"	"2009-07"	2040.0	796.0	590.0	10.0	100.0
16957166	0.0	"Charity"	"cherpers"	"Christian | Conservative | Californian | Mother | Married to @DavidShirey116 
Politics, medicine, HG survivor, nutrition, pro-life. #tcot #cruz2016"	""	"Sacramento, CA"	38.58157	-121.4944	"Sacramento"	"2008-10"	310.0	481.0	3239.0	664.0	15.0
29862776	0.0	"Nathan Bush"	"bushy_76"	"Ball State Alum, a member of Phi Gamma Delta, and sports enthusiast"	""	""	""	""	""	"2009-04"	320.0	244.0	3569.0	208.0	13.0
339383594	0.0	"C. Smitherman"	"voteSmitherman"	"Cincinnati City Councilmember"	""	"Cincinnati OH"	39.162	-84.45689	"Cincinnati"	"2011-07"	2274.0	816.0	1116.0	11.0	37.0
4657486636	1.0	"Not Bernie Sanders"	"SenatorUtopia"	"(Parody) Tweeting things that don't make much sense (similar to the real Bernie) #FreeStuff4All #FeelTheBern #CloudsAreFluffy"	""	"District of Columbia, USA"	38.91706	-77.00025	"Washington"	"2015-12"	657.0	650.0	125.0	71.0	8.0
73595284	0.0	"TXST Republicans"	"TXSTCR"	"College Republicans at Texas State University (@TXST) #txgop #TXST CRTXST@gmail.com"	""	"San Marcos, TX"	29.88327	-97.94139	"San Marcos"	"2009-09"	1197.0	335.0	1211.0	575.0	27.0
15267773	1.0	"acmazzaro"	"acmazzaro"	"Sometimes there's a man, I won't say a hero because what's a hero? My heroes: my parents, Mister Rogers, Pat Tillman, others. #RHAP #LFC #feelthebern #Bearcats"	""	"Cincy/Northern KY"	0.0	0.0	""	"2008-06"	1496.0	733.0	5962.0	11465.0	33.0
308662120	0.0	"Marco Rubio"	"JDirty5"	"the next Vinny Chase"	""	"IG/Snapchat: JDirty5"	0.0	0.0	""	"2011-05"	284.0	258.0	2249.0	1269.0	1.0
15893116	1.0	"AlGiordano"	"AlGiordano"	"Only on Twitter to make fun of the media, and since I am the media that should be hilarious. Join me at http://t.co/ZxfuaWwZfC"	""	"School of Authentic Journalism"	0.0	0.0	""	"2008-08"	3414.0	1803.0	9501.0	1155.0	107.0
300954286	0.0	"BRADLEYIFVUSA "	"BRADLEYIFVUSA"	"Official Backup Account for @BRADLEYIFV #American #Conservative #GodBlessAmerica + #US #Military #ProudToBeAnAmerican #SpeakOut #SpeakUP  #NObama !!!"	""	"Cincinnati / NKY USA"	0.0	0.0	""	"2011-05"	987.0	1899.0	2565.0	725.0	10.0
2281541443	1.0	"✖MEGAN✖"	"Megan_amandaa"	"happy art student in canada enjoying free health care and the opportunity to stay if donald trump becomes president"	""	""	""	""	""	"2014-01"	617.0	79.0	3122.0	9285.0	3.0
67072029	0.0	"Ish Acosta"	"MrsDutko"	"I think of my life as a kind of music, not always good music but still having form and melody. - East of Eden #atheist #berniesanders2016 #feelthebern"	""	"Philadelphia"	39.95233	-75.16379	"Philadelphia"	"2009-08"	353.0	1132.0	7217.0	1122.0	20.0
328587148	1.0	"David Nichols"	"Davidn2111"	"I'm ready for Hillary!"	""	"rio vista, tx"	32.23348	-97.37446	"Rio Vista"	"2011-07"	486.0	734.0	35323.0	29848.0	32.0
15831521	0.0	"Nerdista"	"Nerdista"	"Everything your republican brother hates."	""	"Seattle, WA"	47.60621	-122.33207	"Seattle"	"2008-08"	1421.0	495.0	50636.0	42718.0	69.0
3237359561	0.0	"MS For Ben Carson"	"MS_For_Carson"	"Mississippians for electing Dr. Ben Carson for President in 2016. For more info, email DanielSAshford@gmail.com"	""	"Mississippi, USA"	32.75041	-89.75036	"Mississippi"	"2015-05"	291.0	240.0	315.0	342.0	7.0
1941436753	1.0	"meggie smalls"	"meganmcfish"	"fuck donald trump"	""	"your moms bed"	0.0	0.0	""	"2013-10"	1726.0	2021.0	2928.0	4278.0	2.0
14413441	1.0	"Victor Huckabee"	"popesaintvictor"	"I dabble."	""	"Nashville, Tennessee"	36.16589	-86.78444	"Nashville"	"2008-04"	2728.0	817.0	20588.0	10377.0	161.0
3981225735	0.0	"Students For Trump"	"TrumpStudents"	"Our organization works to help shape the National Student Donald Trump movement so that he can win the presidency! #MakeAmericaGreatAgain #StudentsForTrump"	""	"United States"	39.76	-98.5	"United States"	"2015-10"	24200.0	4339.0	860.0	2988.0	69.0
5514642	0.0	"Jonathan Kopp"	"jonathankopp"	"Family 1st; progressive politics; comms & campaigns across the social, mobile web; Brooklyn, cycling, scuba, new wave. Views are my own."	""	"Brooklyn, NY"	40.6501	-73.94958	"Brooklyn"	"2007-04"	2118.0	2069.0	3845.0	1462.0	120.0
3165033669	1.0	"Hillary's Angels"	"HillarysAngels"	"Full throttle coverage of all things Hillary, all the time | Supporter of Shattering Glass Ceilings | Not Affiliated With #HillaryForAmerica"	""	"1600 Pennsylvania Avenue"	0.0	0.0	""	"2015-04"	1377.0	112.0	144.0	135.0	17.0
938922182	0.0	"Taffy"	"IzTheTruth"	"Instragram wit me-trutaffyboo


Team Pisces
Fayetteville NC 
Live ya life!!!"	""	""	""	""	""	"2012-11"	1125.0	1695.0	1073.0	1061.0	1.0
69993388	1.0	"Yakima Co Democrats"	"ycdemocrats"	"WA Yakima County Democratic Central Committee include 15th and parts of 13th & 14th Legislative Districts. Meets every 4th Monday at 7pm at 420 South 3rd Street"	""	"Yakima, Washington"	46.60207	-120.5059	"Yakima"	"2009-08"	365.0	192.0	568.0	95.0	26.0
68923880	0.0	"Molag Bals Deep"	"tylerdeanen"	"@lolfvckme is the future mother of my children. Constitutional Conservative.  #CruzCrew #12s"	""	"Portland, OR"	45.52345	-122.67621	"Portland"	"2009-08"	1985.0	243.0	22947.0	16491.0	12.0
4670088800	0.0	"Who is Donald Trump?"	"UnderstandTrump"	"He's having fun, kicking ass, taking names. It's deliberate, calculated, and pretty brilliant. Haters welcome!"	""	"United States"	39.76	-98.5	"United States"	"2015-12"	711.0	375.0	525.0	273.0	5.0
189873822	1.0	"MySera26"	"mysera26"	"liberal: Respect our candidates #Bernie and #Hillary!"	""	"IN AND OUT OF THE NOW"	0.0	0.0	""	"2010-09"	1682.0	1703.0	4021.0	571.0	44.0
71627462	0.0	"Jonah Goldberg"	"JonahNRO"	"NRO Layabout, Fellow @AEI, LAT & USAT columnist, Fox All-Star. My books: Liberal Fascism & The Tyranny of Clichés: How Liberals Cheat in War of Ideas."	True	"Washington, DC"	38.89511	-77.03637	"Washington"	"2009-09"	170911.0	917.0	72054.0	5181.0	4580.0
346541497	0.0	"Lara Hoke Ⓥ"	"RevLara"	"#Activist. #Vegan. Veteran for #peace. #UU minister. #LGBTQ. Intersectional #feminist. Amateur #musician. #Vedantist & Jesus freak. #Sports fan."	""	"Massachusetts"	42.36565	-71.10832	"Massachusetts"	"2011-08"	1201.0	2143.0	8767.0	2466.0	47.0
497473185	0.0	"La Riva/Puryear 2016"	"VotePSL"	"The Official page of the Party for Socialism and Liberation's Gloria La Riva/Eugene Puryear for President & Vice President 2016 campaign"	""	""	""	""	""	"2012-02"	377.0	75.0	930.0	14.0	12.0
203936106	0.0	"John Drennan"	"DrennanPolitics"	"idealistic builder of a better world. Business as usual otherwise. All views still my own. Unfortunately."	""	"Portlaoise"	53.03441	-7.29979	"Portlaoise"	"2010-10"	7938.0	121.0	3641.0	4.0	135.0
1173685621	0.0	"Francis J. Underwood"	"RepUnderwoodSC"	"After 22 years in Congress, I can smell which way the wind is blowing."	""	"Washington, D.C. "	38.89511	-77.03637	"Washington"	"2013-02"	45965.0	362.0	1966.0	309.0	401.0
22523087	1.0	"Jim Cooper"	"repjimcooper"	"Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff."	True	"Nashville, Tennessee"	36.16589	-86.78444	"Nashville"	"2009-03"	7809.0	412.0	1141.0	165.0	594.0
464926743	0.0	"Penn Republicans"	"upennGOP"	"Official twitter of the University of Pennsylvania College Republicans."	""	""	""	""	""	"2012-01"	328.0	88.0	255.0	23.0	9.0
